,school_name,school_city,school_score,school_post_code,address
380,St. Rose of Lima,Nepean,7.9,K2B6M8,50 Bayshore Dr
381,The Waterfront,Toronto,7.9,M5V3G3,635 Queen's Quay W
382,Tom Thomson,Burlington,7.9,L7R1Z6,2171 Prospect St
383,Trillium,Orléans,7.9,K4A3S1,1515 Varennes Blvd
384,Trillium Woods,Richmond Hill,7.9,L4S2P3,18 Alamo Heights Dr
385,Unionville Meadows,Markham,7.9,L3R5C8,355 South Unionville Ave
386,Whitchurch Highlands,Stouffville,7.9,L4A7X5,13812 Warden Ave
387,A J Baker,Kintore,7.8,N0M2C0,528 Allen St
388,Adam Beck,Toronto,7.8,M4E3M8,400 Scarborough Rd
389,Alexander,Sudbury,7.8,P3E1K3,39 St Brendan St
390,Alton Village,Burlington,7.8,L7M0W1,3290 Steeplechase Drive
391,Anne Frank,Maple,7.8,L6A0X2,431 Ilan Ramon Blvd
392,Bayview Glen,Thornhill,7.8,L3T2V5,42 Limcombe Dr
393,Broadview,Ottawa,7.8,K2A2L8,590 Broadview Ave
394,Caistor Central,Caistor Centre,7.8,L0R1E0,1794 Regional Rd 6
395,Central,Guelph,7.8,N1H4N2,97 Dublin St N
396,Chartland,Toronto,7.8,M1S2R7,109 Chartland Blvd S
397,Cobden,Cobden,7.8,K0J1K0,16 Cowley St Box 130
398,Frankland,Toronto,7.8,M4K3E1,816 Logan Ave
399,Georges P Vanier,Chatham,7.8,N7M2C3,20 Cecile Ave
400,Greenbank/Epsom,Greenbank,7.8,L0C1B0,1325 Cragg Rd Box 68 Greenbank
401,Highview,Aurora,7.8,L4G6N9,240 McClellan Way
402,Holy Cross,LaSalle,7.8,N9H2P7,2555 Sandwich W Pkwy
403,Holy Family,Oakville,7.8,L6H2X8,1420 Grosvenor St
404,Hullett Central,Londesboro,7.8,N0M2H0,269 King St Box 130
405,James W. Hill,Oakville,7.8,L6J6R3,2860 Kingsway Drive
406,John English,Toronto,7.8,M8V1R4,95 Mimico Ave
407,Kettle Lakes,Richmond Hill,7.8,L4E4X5,62 Kingshill Rd
408,Lambton Kingsway,Toronto,7.8,M8X2M6,525 Prince Edward Dr
409,Le Prélude,Orléans,7.8,K1W1G3,6025 promenade Longleaf
410,Mackenzie Glen,Maple,7.8,L6A2M4,575 Melville Ave
411,Madeleine-de-Roybon,Kingston,7.8,K7M9G6,72 avenue Gilmour
412,Millen Woods,Waterloo,7.8,N2K0A5,640 New Hampshire Street
413,Oakridge,St Catharines,7.8,L2T3R7,1 Marsdale Avenue
414,Orde Street,Toronto,7.8,M5T1N7,18 Orde St
415,Our Lady of Grace,Toronto,7.8,M1V1E5,121 Brimwood Blvd
416,Palgrave,Palgrave,7.8,L7E0L2,8962 Patterson Sideroad
417,Saint-Guillaume,Cumberland,7.8,K0A3H0,5750 chemin Buckland
418,San Lorenzo Ruiz,Mississauga,7.8,L4Z3R1,100 Barondale Dr
419,Sherwood,Oshawa,7.8,L1K2W6,633 Ormond Dr
420,Sir Adam Beck,Baden,7.8,N3A0A8,1140 Snyder's Rd. W.
421,Sir Richard W Scott,Markham,7.8,L3S3S8,90 Roxbury St
422,St Alfred,St Catharines,7.8,L2M4T3,280 Vine St
423,St Andrew,Oakville,7.8,L6H6G3,145 Millbank Dr
424,St Brendan,Toronto,7.8,M1C1Z9,186 Centennial Rd
425,St Brigid,Toronto,7.8,M4C3X9,50 Woodmount Ave
426,St Frances Cabrini,Delhi,7.8,N4B2R4,373 Northern Ave
427,St Francis,Sault Ste. Marie,7.8,P6C5P2,147 Brookfield Ave
428,St Gabriel,Brantford,7.8,N3T6M2,14 Flanders Dr
429,St Lawrence,Toronto,7.8,M1P2P9,2216 Lawrence Ave E
430,St Mark's,Stoney Creek,7.8,L8J3T1,43 Whitedeer Rd
431,St Mary's,Sault Ste. Marie,7.8,P6A5H6,124 Gibbs St
432,St Michael (Corkery),Carp,7.8,K0A1L0,1572 Corkery Rd
433,St Patrick,Schomberg,7.8,L0G1T0,51 Western Ave 377
434,St Paul,Thunder Bay,7.8,P7A2C3,539 Grenville Ave
435,St Pius X,Toronto,7.8,M6S3Y3,71 Jane St
436,St Sylvester,Toronto,7.8,M1V1S4,260 Silver Springs Blvd
437,St Timothy,Mississauga,7.8,L5A2N9,2214 Cliff Rd
438,St. Ignatius of Loyola,Guelph,7.8,N1L0G4,251 Colonial Dr.
439,Stoneybrook,London,7.8,N5X1C4,1460 Stoneybrook Cres
440,Terry Fox,Ajax,7.8,L1Z1K1,30 Kerrison Dr W
441,Victory,Guelph,7.8,N1H4R4,135 Exhibition St
442,W H Morden,Oakville,7.8,L6K2S3,180 Morden Rd
443,Whitby Shores,Whitby,7.8,L1R2K6,400 Taunton Rd. E
444,Wismer,Markham,7.8,L6E1H8,171 Mingay Ave
445,Agnes Macphail,Toronto,7.7,M1V1W5,112 Goldhawk Trail
446,Alton,Alton,7.7,L7K0E1,19657 Main St
447,Bendale,Toronto,7.7,M1H1M4,61 Benshire Dr
448,Bennington Heights,Toronto,7.7,M4G1B1,76 Bennington Heights Dr
449,Bogart,Newmarket,7.7,L3Y8G7,855 College Manor Dr
450,Cathedrale,Kingston,7.7,K7L1Y5,301 Johnson St
451,Chapman Mills,Ottawa,7.7,K2J3V1,260 Leamington Way
452,College Hill,Oshawa,7.7,L1J6R2,530 Laval St
453,Elda-Rouleau,Alexandria,7.7,K0C1A0,115 rue Sandfield
454,Enniskillen,Enniskillen,7.7,L0B1J0,8145 Old Scugog Rd
455,Forest Run,Woodbridge,7.7,L4K5H3,200 Forest Run Boulevard  200
456,Gregory Drive,Chatham,7.7,N7L2L4,180 Gregory Dr W
457,Guardian Angels,Milton,7.7,L9T6B1,650 Bennett Blvd
458,Guardian Angels,Stittsville,7.7,K2S1K5,4 Baywood Dr
459,Humberwood Downs,Toronto,7.7,M9W7A6,850 Humberwood Blvd  850 Humberwood Blvd
460,James Grieve,Caledon,7.7,L7C2P9,12175 Bramalea Road
461,Jean-Paul II,Val Caron,7.7,P3N1R8,1795 rue Main
462,Kanata Nord,Kanata,7.7,K2K0G8,100  promenade Walden
463,Lakeside,Ajax,7.7,L1S4X1,4 Parkes Dr
464,Legacy,Markham,7.7,L3S4B1,61 Russell Jarvis Dr
465,McKellar Park Central,Thunder Bay,7.7,P7C3Y3,301 North Archibald St
466,Monseigneur-Jamot,Peterborough,7.7,K9J2C3,186 rue Romaine
467,Monsignor Leo Cleary,Courtice,7.7,L1E2L5,3820 Courtice Rd N
468,Morrish,Toronto,7.7,M1C3T7,61 Canmore Blvd
469,Mount Royal,Brampton,7.7,L6P2K4,65 Mount Royal Crl
470,North Preparatory,Toronto,7.7,M5N2M6,1100 Spadina Rd
471,Pine Grove,Oakville,7.7,L6L5A8,529 Fourth Line
472,Prince of Wales,St Catharines,7.7,L2M5J6,95 Facer St
473,Queen's Rangers,Copetown,7.7,L0R1J0,1886 Governor's Road
474,Rippleton,Toronto,7.7,M3B1H4,21 Rippleton Rd
475,Roch Carrier,Kanata,7.7,K2M3B5,401 Stonehaven Dr
476,Saginaw,Cambridge,7.7,N1T1V6,740 Saginaw Pkwy
477,Sir Isaac Brock,Guelph,7.7,N1L1R3,111 Colonial Dr
478,Sir John A. Macdonald,Markham,7.7,L6C0J4,45 Murison Drive
479,St Edward,Jordan,7.7,L0R1S0,2807 4th Ave
480,St James,Kanata,7.7,K2M2K6,50 Stonehaven Dr
481,St James,St Catharines,7.7,L2N2J3,615 Geneva St
482,St Paul,Burlington,7.7,L7N2X2,530 Cumberland Ave
483,St Peter Canisius,Watford,7.7,N0M2S0,424 Victoria St
484,St Thomas More,Ottawa,7.7,K1G5N6,1620 Blohm Dr
485,St. Benedict,Nepean,7.7,K2J5Z1,2525 River Mist Road
486,St. Luke,North Bay,7.7,P1B7P4,225 Milani Road
487,Steve MacLean,Gloucester,7.7,K1V1T6,4175 Spratt Rd
488,Stoney Creek,London,7.7,N5X4M7,1335 Nicole Avenue
489,Sts Cosmas and Damian,Toronto,7.7,M6B3L3,111 Danesbury Ave
490,West Oak,Oakville,7.7,L6M3K1,2071 Fourth Line
491,White Haven,Toronto,7.7,M1S2Z1,105 Invergordon Ave
492,Wilshire,Thornhill,7.7,L4J7S8,265 Beverley Glen Blvd
493,Winston Churchill,Kingston,7.7,K7L2K3,530 Earl St
494,All Saints,Toronto,7.6,M9P3A7,1435 Royal York Rd
495,ApsleyCentral,Apsley,7.6,K0L1A0,238 Burleigh St Box 279
496,Ardagh Bluffs,Barrie,7.6,L4N6H2,159 Summerset Drive
497,Balmy Beach,Toronto,7.6,M4E1L6,14 Pine Ave
498,Beatrice Strong,Port Hope,7.6,L1A3V6,90 Rose Glen Rd N
499,Blair Ridge,Whitby,7.6,L1M0E8,100 Blackfriar Avenue
500,Blessed Kateri,Kitchener,7.6,N2P1P2,560 Pioneer Dr
501,Bright's Grove,Bright's Grove,7.6,N0N1C0,2612 Hamilton Rd
502,Byron Northview,London,7.6,N6K1E1,1370 Commissioners Rd W
503,Clara Brenton,London,7.6,N6H3X8,1025 St Croix Ave
504,Colonel J E Farewell,Whitby,7.6,L1P1J1,810 McQuay Blvd
505,David Suzuki,Markham,7.6,L6B0L9,45 Riverwalk Dr
506,Dr Emily Stowe,Courtice,7.6,L1E1W8,71 Sandringham Dr
507,Dr S J Phillips,Oshawa,7.6,L1G4V5,625 Simcoe St N
508,Ferris Glen,Corbeil,7.6,P0H1K0,30 Voyer Rd
509,Forest Avenue,Mississauga,7.6,L5G1K7,20 Forest Ave
510,Franklin Street,Markham,7.6,L3P2S7,21 Franklin St
511,Garden Avenue,Toronto,7.6,M6R1M9,225 Garden Ave
512,Givins/Shaw,Toronto,7.6,M6J2X5,49 Givins St
513,Guthrie,Oro Station,7.6,L0L2E0,22 5 LINE 1 Lot 22
514,Hélène-Gravel,Sudbury,7.6,P3E4L5,1412 rue Stephen
515,Holy Name,King City,7.6,L7B1H3,2585 King Rd
516,Immaculate Conception,Formosa,7.6,N0G1W0,201 Concession 12 73
517,Jack Donohue,Kanata,7.6,K2W1H4,101 Penrith St
518,Jack Miner,Whitby,7.6,L1R2N1,144 Whitburn St
519,Ledbury Park,Toronto,7.6,M5M4K1,95 Falkirk St
520,Light of Christ,Aurora,7.6,L4G6P3,290 McClellan Way
521,Markham Gateway,Markham,7.6,L3S3X3,30 Fonda Rd
522,Monseigneur Augustin Caron,LaSalle,7.6,N9J3P1,8200 rue Matchette
523,Northport,Port Elgin,7.6,N0H2C2,1000 Waterloo St
524,Nottingham,Ajax,7.6,L1T4Y4,50 Seggar Ave
525,Ogden Community,Thunder Bay,7.6,P7C4Z3,600 McKenzie St
526,Our Lady of Fatima,St Catharines,7.6,L2M3S6,439 Vine St N
527,Our Lady of Lourdes,Brampton,7.6,L6P1W3,25 Mount Royal Circle
528,Our Lady of Mercy,Mississauga,7.6,L5M5J9,5820 Glen Erin Dr
529,Our Lady of Mount Carmel,Windsor,7.6,N9G1V9,1400 Cousineau Rd
530,Plum Tree Park,Mississauga,7.6,L5N5R2,6855 Tenth Line W
531,Prince Andrew,LaSalle,7.6,N9A6Z6,1950 Kelly Rd  RR 3
532,R Gordon Sinclair,Kingston,7.6,K7M3P7,19 Crerar Blvd
533,Saint-Joseph,Russell,7.6,K4R1C8,1008 chemin Russell Nord
534,Saint-Joseph,Wendover,7.6,K0A3K0,3250 rue Principale C.P. 70
535,Sandwich West,LaSalle,7.6,N9H1P6,2055 Wyoming Ave
536,Silver Pines,Richmond Hill,7.6,L4C9J2,112 Stave Cres
537,Sir Samuel Steele,Whitby,7.6,L1R2S6,55 Bakerville St
538,SouthFields Village,Caledon,7.6,L7C3R1,110 LEARMONT AVE
539,St Bridget,Brooklin,7.6,L1M2J8,200 Carnwith Dr W
540,St Christopher,Mississauga,7.6,L5J2W1,1195 Clarkson Rd N
541,St Edith Stein,Mississauga,7.6,L5N5V5,6234 Osprey Blvd
542,St Gabriel Lalemant,Toronto,7.6,M1B1Y3,160 Crow Trail
543,St Georges,London,7.6,N6A3W4,782 Waterloo St
544,St Gregory,Nepean,7.6,K2G2S5,148 Meadowlands Dr W
545,St James,Tottenham,7.6,L0G1W0,7332 St James Lane
546,St Joseph's,Arnprior,7.6,K7S2P6,324 John St N
547,St Leonard,Manotick,7.6,K4M1E8,5344 Long Island Rd
548,St Paul,London,7.6,N6H4G6,1090 Guildwood Blvd
549,St Teresa of Avila,Hamilton,7.6,L9C6P8,171 San Remo Dr
550,St Thomas More,Mississauga,7.6,L4Y2Y7,3270 Tomken Rd
551,St. Benedict,Milton,7.6,L9T8N2,80 McLaughlin Ave
552,Terre des Jeunes,Alexandria,7.6,K0C1A0,33 rue Lochiel Est
553,Valley Farm,Pickering,7.6,L1X2K5,1615 Pepperwood Gate
554,Walnut Grove,Caledon,7.6,L7C2P9,12175 Bramalea Road
555,Wilkinson,Toronto,7.6,M4J3N7,53 Donlands Ave
556,Williamsburg,Kitchener,7.6,N2E4K7,760 Commonwealth Cr
557,Winger,Wainfleet,7.6,L0S1V0,53220 Winger Rd
558,Alexander Muir/Gladstone Ave,Toronto,7.5,M6J3L2,108 Gladstone Ave
559,Arbour Vista,Guelph,7.5,N1G0C5,200 McCann St
560,Blessed Sacrament,Toronto,7.5,M5M1H9,24 Bedford Park Ave
561,Brown,Toronto,7.5,M4V2J1,454 Avenue Rd  City Community Centre
562,Byron Somerset,London,7.5,N6K4C6,175 Whisperwood Ave
563,C M L Snider,Wellington,7.5,K0K3L0,240 Main St Box 430
564,Captain Michael VandenBos,Whitby,7.5,L1P1N3,3121 Country Lane
565,Churchill Heights,Toronto,7.5,M1G2S4,749 Brimorton Dr
566,Colchester North,Essex,7.5,N8M2X6,2651 Country Rd 12
567,Conestogo,Conestogo,7.5,N0B1N0,1948 Sawmill Rd
568,Discovery,Maple,7.5,L6A2Z2,120 Discovery Trail
569,Divine Mercy,Mississauga,7.5,L5M5C6,2840 Duncairn Dr
570,Donald Young,Emo,7.5,P0W1E0,Highway 602 Hwy Box 57
571,Eagle Ridge,Ajax,7.5,L1T4N1,425 Delaney Dr
572,Ealing,London,7.5,N5Z1V5,840 Hamilton Rd
573,East Garafraxa,East Garafraxa,7.5,7J1,063066 County Road #3
574,Eastview,Oakville,7.5,L6L1T4,2266 Hixon St
575,Glenview,Burlington,7.5,L7T1Z1,143 Townsend Ave
576,Hewitt's Creek,Barrie,7.5,L4N3P4,41 Sandringham Drive
577,Holy Angels,Toronto,7.5,M8Z2G6,65 Jutland Rd
578,Holy Family,Paris,7.5,N3L3W4,20 Sunset Dr
579,Holy Trinity,Guelph,7.5,N1E7C4,487 Grange Rd
580,Hyde Park,Barrie,7.5,L4M7J3,72 The Queensway
581,Iona,Williamstown,7.5,K0C2J0,20019 Kings Road
582,Jeanne Sauve,St Catharines,7.5,L2P3G8,91 Bunting Road
583,La Source,Moose Creek,7.5,K0C1W0,17095 chemin McLean
584,La Vérendrye,Gloucester,7.5,K1J6Z6,614 prom. Eastvale
585,Lexington,Waterloo,7.5,N2K2J5,431 Forestlawn Rd
586,Lincoln Alexander,Ajax,7.5,L1T2W4,95 Church St N
587,MacKenzie Community,Deep River,7.5,K0J1P0,87 Brockhouse Way P.O. Box 397
588,Maple Ridge,Pickering,7.5,L1X2M2,2010 Bushmill St
589,Maurice-Lapointe,Kanata,7.5,K2M0E9,17 DR BRIDGESTONE
590,Maxville,Maxville,7.5,K0C1T0,15 Alexander Street West 550
591,Mother Teresa,Ajax,7.5,L1Z1H1,15 Fishlock St
592,Nellie McClung,Vaughan,7.5,L6A4M1,360 Thomas Cook Avenue
593,Our Lady of Fatima,Milton,7.5,L9T6Z3,709 Bolingbroke Drive
594,Our Lady of Lourdes,Pembroke,7.5,K8A2V2,535 Irving St
595,Our Lady of the Annunciation,Richmond Hill,7.5,L4E2L3,30 Bayswater Ave
596,Pope John Paul II,Kitchener,7.5,N2A4K1,75 Pebblecreek Drive
597,Seneca Trail,Oshawa,7.5,L1K0S1,1915 Queensbury Drive
598,Sheridan Park,St Catharines,7.5,L2N6N8,114 Linwell Rd
599,South Perth Centennial,St Marys,7.5,N4X1C4,1866 County Rd. 163
600,St Ambrose,Toronto,7.5,M8W2N9,20 Coules Crt
601,St Ann,Thunder Bay,7.5,P7E3J1,1130 Georgina Ave
602,St Bernadette,Oakville,7.5,L6M3A4,1201 Heritage Way
603,St Cecilia's,Port Dover,7.5,N0A1N5,3 Lynn Park Ave
604,St Christopher,Burlington,7.5,L7L7A9,2400 Sutton Drive
605,St Elizabeth Seton,Burlington,7.5,L7L6Y3,5070 Dryden Ave
606,St Elizabeth Seton,Mississauga,7.5,L5N2T7,6133 Glen Erin Dr
607,St Gregory,Toronto,7.5,M9B2K6,126 Rathburn Rd
608,St Herbert,Mississauga,7.5,L5V2C6,5180 Fallingbrook Dr
609,St John de Brebeuf,Kingsville,7.5,N9Y1T8,43 Spruce St South
610,St Luke,Nepean,7.5,K2J4B8,60 Mountshannon Dr
611,St Mark,Kitchener,7.5,N2N1K8,240 Autumn Hill Cres
612,St Mark,Stouffville,7.5,L4A1E4,333 Glad Park Ave
613,St Mary Immaculate,Richmond Hill,7.5,L4C9N9,161 Regent St
614,St Nicholas,Waterloo,7.5,N2V2N1,525 Laurelwood Dr
615,St Padre Pio,Woodbridge,7.5,L4H1W9,770 NAPA VALLEY AVE
616,St Peter's & St Paul's,Durham,7.5,N0G1R0,190 John St W Box 361
617,St Teresa,Kitchener,7.5,N2H4P4,270 Edwin St
618,Talbot Trail,Windsor,7.5,N9G0A1,4000 DUCHARME ST
619,West Rouge,Toronto,7.5,M1C2X8,401 Friendship Ave
620,Wilclay,Markham,7.5,L3S1R4,60 Wilclay Ave
621,Alexander Kuska KSG,Welland,7.4,L3C2V9,333 Rice Rd
622,Algonquin Road/Long Lake,Sudbury,7.4,P3E4X6,2650 Algonquin Rd E
623,Ancaster Meadow,Ancaster,7.4,L9K1S3,93 Kitty Murray Lane
624,Banting and Best,Toronto,7.4,M1V4E7,380 Goldhawk Trail
625,Blessed Pier Giorgio Frassati,Toronto,7.4,M1X1X4,8 Seasons Dr
626,Brooklin Village,Brooklin,7.4,L1M2L5,25 Selkirk Drive
627,C E Broughton,Whitby,7.4,L1N9L6,80 Crawforth St
628,Carrville Mills,Thornhill,7.4,L4J8W5,270 Apple Blossom Drive
629,Christ The King,Mississauga,7.4,L5L5A3,3240 Garthwood Rd
630,Clinton Street,Toronto,7.4,M6G2V7,460 Manning Ave
631,Codrington,Barrie,7.4,L4M1S4,217 Codrington St
632,Devonshire,Ottawa,7.4,K1Y2H5,100 Breezehill Ave
633,Dr Roberta Bondar,Maple,7.4,L6A0T4,401 Grand Trunk Avenue
634,Emily Carr,Oakville,7.4,L6M0G5,2255 Pine Glen Road
635,Father Frederick McGinn,Richmond Hill,7.4,L4E4W2,61 Brockdale St
636,Goderich,Goderich,7.4,N7A1Z1,125 Blake St W
637,Hillcrest,Toronto,7.4,M5R3E6,44 Hilton Ave
638,Island Lake,Orangeville,7.4,L9W5J6,50 Oak Ridge Dr
639,James Robinson,Markham,7.4,L3P1N9,90 Robinson St
640,John G Diefenbaker,Toronto,7.4,M1B2X3,70 Dean Park Rd
641,Kenollie,Mississauga,7.4,L5G2X1,1376 Glenwood Dr
642,Lockview,St Catharines,7.4,L2M3A9,505 Bunting Rd
643,MacLeod,Sudbury,7.4,P3E2K2,310 Laval St
644,Mother Teresa,Bradford,7.4,L3Z2Z7,110 Northgate Dr
645,Mother Teresa,Markham,7.4,L3R4H2,7100 Birchmount Rd
646,Oak Ridges,Richmond Hill,7.4,L4E2P7,160 Coons Rd
647,Osgoode,Osgoode,7.4,K0A2W0,5590 Osgoode Main St Box 70
648,Our Lady of Peace,Nepean,7.4,K2H5C1,3877 Richmond Road
649,Paul A Fisher,Burlington,7.4,L7P3J8,2175 Cavendish Dr
650,Quaker Village,Uxbridge,7.4,L9P1G1,295 Brock St W
651,Queen of Heaven,Milton,7.4,L9T7M4,311 Salvoline Blvd
652,Roland Michener,Kanata,7.4,K2K1M2,100 Penfield Dr
653,Saint-Victor,Alfred,7.4,K0B1A0,38 rue Saint-Paul C.P. 250
654,St Anne,Windsor,7.4,N8Y3L9,1140 Monmouth Rd
655,St Bernadette,Dundas,7.4,L9H5E3,270 Governor's Rd
656,St Dominic,Mississauga,7.4,L5G2G7,515 Hartsdale Ave
657,St Jerome,Mississauga,7.4,L5C3P5,790 Paisley Blvd W
658,St John,Perth,7.4,K7H1L6,34 Wilson Street East
659,St Louis,Toronto,7.4,M8Y2Z7,11 Morgan Ave
660,St Luke the Evangelist,Whitby,7.4,L1P1N9,55 Twin Streams Rd
661,St Marguerite d'Youville,Hamilton,7.4,L9B2E3,20 Bonaparte Way
662,St Raphael,Toronto,7.4,M3M2K2,3 Gade Dr
663,St Raphael the Archangel,Maple,7.4,L4G0M1,131 Ravineview Drive
664,St Rose,Windsor,7.4,N8S1X4,871 St Rose Ave.
665,St Thérèse of Lisieux,Hamilton,7.4,L9B2X5,1760 Garth Street
666,St. Gregory the Great,Oakville,7.4,0T7,138 Sixteen Mile Drive
667,Ste-Marguerite-d'Youville,Tecumseh,7.4,N8N3P3,13025 rue St. Thomas
668,Tarentorus,Sault Ste. Marie,7.4,P6B4M4,96 Northwood St
669,Terry Fox,Toronto,7.4,M1W3M9,185 Wintermute Blvd
670,Thornhill,Thornhill,7.4,L4J1V8,7554 Yonge St
671,Tiffany Hills,Ancaster,7.4,L9K0H5,255 Raymond Road
672,Trillium Woods,Barrie,7.4,L4N0Z1,20 Elmbrook Dr
673,Victoria,Niagara Falls,7.4,3L6,5635 Heritage Dr
674,W.O. Mitchell,Kanata,7.4,K2M2A6,80 Steeple Chase Dr
675,Wendat Village,Stouffville,7.4,L4A0J8,99 Reeves Way Blvd
676,West Humber,Toronto,7.4,M9W4S7,15 Delsing Dr
677,Westcreek,Pickering,7.4,L1V6M9,1779 Westcreek Dr
678,Westminster Central,London,7.4,N6N1L7,2835 Westminster Dr
679,William G Davis,Toronto,7.4,M1C3L6,128 East Ave
680,Ascension,Burlington,7.3,L7L1V3,5205 New St
681,Beckwith,Carleton Place,7.3,K7C3P2,1523 9th Line
682,Berrigan,Nepean,7.3,K2J5C6,199 Berrigan Dr
683,Brookville,Campbellville,7.3,L0P1B0,11325 Guelph Line
684,Carrefour des Jeunes,Brampton,7.3,L6V4N4,375 rue Centre N
685,Claremont,Claremont,7.3,L1Y1A8,1675 Central St
686,Crossroads,Niagara-on-the-Lake,7.3,L0S1J0,1350 Niagara Stone Road
687,D M Eagle,St Clair Beach,7.3,N8N1M7,14194 Tecumseh Rd E
688,da Vinci,Ajax,7.3,L1T0A9,61 Williamson Drive
689,Escarpment View,Milton,7.3,L9T0T1,351 Scott Blvd.
690,Francojeunesse,Ottawa,7.3,K1N6S3,119 rue Osgoode
691,Great Lakes,Brampton,7.3,L6R2R8,285 Great Lakes Drive
692,Heritage Glen,Oakville,7.3,L6M2Z4,1641 Heritage Way
693,Highbush,Pickering,7.3,L1V5M5,605 Stroud's Lane
694,Hunter's Glen,Toronto,7.3,M1K4X5,16 Haileybury Dr
695,Immaculate Heart of Mary,Stoney Creek,7.3,L8E5H7,190 Glover Road
696,Indian Road Crescent,Toronto,7.3,M6P2G8,285 Indian Road Cres
697,Kate S Durdan,Niagara Falls,7.3,L2H2T3,6855 Kalar Rd
698,Lambeth,London,7.3,N6P1A4,6820 Duffield St
699,Linklater,Gananoque,7.3,K7G1Y8,300 Stone Street North
700,Maple Creek,Maple,7.3,L6A2J8,210 Hawker Rd
701,Mère-Élisabeth-Bruyère,Waterloo,7.3,N2J3W4,280 promenade Glenridge
702,Milverton,Milverton,7.3,N0K1M0,68 Mill St E Box 457
703,Mineola,Mississauga,7.3,L5G1Z4,145 Windy Oaks Dr
704,New Dundee,New Dundee,7.3,N0B2E0,1430 Bridge St
705,North Agincourt,Toronto,7.3,M1S2J3,60 Moran Rd
706,North Shore,Keene,7.3,K0L2G0,42 Pinecrest Ave
707,Northern Lights,Aurora,7.3,L4G7S6,40 Bridgenorth Dr
708,Norway,Toronto,7.3,M4L1T9,390 Kingston Road
709,Oneida Central,Caledonia,7.3,N3W2B2,661 4th Line
710,Our Lady of Good Counsel,Sharon,7.3,L0G1V0,53 Morton Ave
711,Our Lady of the Assumption,Stoney Creek,7.3,L8J2W9,55 Hwy 20 East
712,Pope John Paul II,Oakville,7.3,L6M4Z2,2130 Kingsridge Dr
713,Princess Margaret,Niagara Falls,7.3,L2G2C4,6624 Culp St
714,Ray Lawson,Brampton,7.3,L6Y0T8,725 Ray Lawson Boulevard
715,René-Lamoureux,Mississauga,7.3,L4Z1G5,385 boulevard Meadows
716,Ross Drive,Brampton,7.3,L6R3S7,40 Ross Drive
717,Saint-Jean-Baptiste,Mississauga,7.3,L5L3T4,1910  Broad Hollow Gate
718,Saint-Jean-de-Lalande,Toronto,7.3,M1S3Y7,500 cercle Sandhurst
719,Sir Samuel B Steele,Toronto,7.3,M1W2Y2,131 Huntsmill Blvd
720,Smith,Grimsby,7.3,L3M4B1,18 Oakes Rd N
721,St Emily,Woodbridge,7.3,L4H2K8,60 Vellore Woods Blvd
722,St George,Ottawa,7.3,K1Y0E6,130 Keyworth Ave
723,St Gregory,Mississauga,7.3,L5V1B9,1075 Swinbourne Dr
724,St Isaac Jogues,Pickering,7.3,L1V1J6,1166 Finch Ave
725,St Joan of Arc,Oakville,7.3,L6M4T7,2912 Westoak Trails Blvd
726,St John Bosco,Barry's Bay,7.3,K0J1B0,99 Peter St Box 339
727,St Joseph,Uxbridge,7.3,L9P1N7,25 Quaker Village Dr Box 1570
728,St Julia Billiart,Markham,7.3,L6E1X5,2070 Bur Oak Ave
729,St Leo,Brooklin,7.3,L1M1H2,120 Watford St
730,St Michael the Archangel,Vaughan,7.3,L4H3J8,161 Via Campanile
731,St Sofia,Mississauga,7.3,L4X2M9,3540 Havenwood Dr
732,St Stephen,Woodbridge,7.3,L4H1Y8,451 Napa Valley Ave
733,St Veronica,Mississauga,7.3,L5W1C7,680 Novo Star Dr
734,St. Gabriel,Stoney Creek,7.3,L8E5L1,1361 Barton Street East
735,Steele Street,Port Colborne,7.3,L3K4X7,214 Steele St
736,Tecumseh Vista Academy,Tecumseh,7.3,N8N2M1,11665 Shields Street
737,William E Brown,Wainfleet,7.3,L0S1V0,31870 Lee St Box 148
738,Willowbrook,Thornhill,7.3,L3T4X6,45 Willowbrook Rd
739,Allan A Greenleaf,Waterdown,7.2,L0R2H1,211 Parkside Drive
740,Alpine,Kitchener,7.2,N2E1B4,75 Lucerne Dr
741,Brechin,Brechin,7.2,L0K1B0,3226 County Rd 47
742,Brigadoon,Kitchener,7.2,N2R1J7,415 Caryndale Dr
743,Caledon East,Caledon East,7.2,L7C2W8,15738 Airport Rd
744,Cornell,Toronto,7.2,M1G1G8,61 Holmfirth Terr
745,de la Découverte,Cumberland,7.2,K4A4T6,866 av. Scala
746,Deer Park,Toronto,7.2,M4T2B4,23 Ferndale Ave
747,Divine Mercy,Maple,7.2,L6A1Z1,251 Melville Ave
748,Edmison Heights,Peterborough,7.2,K9H6P9,1111 Royal Dr
749,Elizabeth Ziegler,Waterloo,7.2,N2J1X2,90 Moore Ave S
750,Emily Carr,Toronto,7.2,M1B2V2,90 John Tabor Trail
751,Glenn Gould,Vaughan,7.2,L4H2G1,675 Vellore Park Avenue
752,Greensborough,Markham,7.2,L6E1J5,80 Alfred Patterson Dr
753,Hartman,Aurora,7.2,L4G7T7,130 River Ridge Blvd
754,Hawthorn,Mississauga,7.2,L5C1X1,2473 Rosemary Dr
755,Holy Cross,Halton Hills,7.2,L7G1X2,222 Maple Ave
756,Holy Cross,Thunder Bay,7.2,P7B5X8,420 Brittany Dr
